Title,Author,Year,Citation count,Open access,Keyword
Performance Comparison of CausalMixFT with SMOTE and MixUp in Tabular Foundation Model Fine-Tuning,SOVEREIGN Research Kernel,2026,0,Open Access,Robustness (evolution)|Generalization|Task (project management)|Foundation (evidence)|Synthetic data|Feature (linguistics)|Training set|Generalization error
"Protocol for a Scoping Review of Digital Scribes in Primary Care: Design, Implementation, Accuracy and Impact",Catherine Devereux|Benjamin Jacob|Kurdo Araz|Conner Bullen|Conor Murphy|Patrick Redmond,2025,1,Open Access,Protocol (science)|Computer science|Primary care|Medicine|Alternative medicine|Family medicine
Comparison of Reconstruction-Based and Permutation-Based SSL Methods on Tabular Benchmarks,SOVEREIGN Research Kernel,2026,0,Open Access,Task (project management)|Representation (politics)|Convergence (economics)|Situated|Quality (philosophy)|Unsupervised learning|Generative grammar|Supervised learning
Optimizing Noise Mixtures in Synthetic Pretraining for Tabular Foundation Model Calibration and Alignment,SOVEREIGN Research Kernel,2026,0,Open Access,Robustness (evolution)|Prior probability|Adversarial system|Generator (circuit theory)|Calibration|Noise (video)|Synthetic data
Adaptive Noise Injection Strategies for Enhanced TabPFN Calibration on Sparse Tabular Datasets,SOVEREIGN Research Kernel,2026,0,Open Access,Calibration|Noise (video)|Deep learning|Pattern recognition (psychology)|Deep neural networks|Gaussian|Mixture model
Adaptive Noise Injection Strategies for Enhanced TabPFN Calibration on Sparse Tabular Datasets,SOVEREIGN Research Kernel,2026,0,Open Access,Calibration|Noise (video)|Deep learning|Pattern recognition (psychology)|Deep neural networks|Gaussian|Mixture model
Development of a State Tax Risk Management System,Анна Тихонова,2020,2,Open Access,Value-added tax|Double taxation|Business|Legislation|Public economics|Risk analysis (engineering)|Accounting|Economics|Finance|Political science|Law
Cross-Domain Transfer Performance of Tabular Foundation Models Pretrained on Synthetic Adversarial Data Versus Real-World Datasets,SOVEREIGN Research Kernel,2026,0,Open Access,Adversarial system|Robustness (evolution)|Prior probability|Synthetic data|Key (lock)|Generator (circuit theory)|Transfer of learning
Evaluation Limitations of Existing Metrics for Generative Models on Large-Scale Tabular Data,SOVEREIGN Research Kernel,2026,0,Open Access,Deep learning|Set (abstract data type)|Generative grammar|Feature (linguistics)|Range (aeronautics)|Image (mathematics)|Contextual image classification
Correlation of Novel Generative Evaluation Metrics with Downstream Predictive Performance on Standard Tabular Datasets,SOVEREIGN Research Kernel,2026,0,Open Access,Generative grammar|Measure (data warehouse)|Generative model|Downstream (manufacturing)|Bayesian probability|Correlation
Correlation of Novel Tabular Generative Metrics with Downstream Classifier Accuracy in Few-Shot Learning,SOVEREIGN Research Kernel,2026,0,Open Access,Generative grammar|Classifier (UML)|Generative model|Downstream (manufacturing)|Synthetic data|Measure (data warehouse)|Data-driven
Noise-scaled synthetic pretraining effects on tabular foundation model inference throughput,SOVEREIGN Research Kernel,2026,0,Open Access,Robustness (evolution)|Inference|Prior probability|Adversarial system|Foundation (evidence)|Synthetic data
Adaptation of Tabular Evaluation Metrics for Benchmarking Multimodal Generative Models and Cross-Domain Generalization,Assignee Research,2026,0,Open Access,Benchmarking|Generative grammar|Robustness (evolution)|Generalization|Generative model|Measure (data warehouse)
Correlation of Novel Tabular Generative Metrics with Downstream Classifier Accuracy in Few-Shot Learning,SOVEREIGN Research Kernel,2026,0,Open Access,Generative grammar|Classifier (UML)|Generative model|Downstream (manufacturing)|Synthetic data|Measure (data warehouse)|Data-driven
CLEO closed loop framework for synthesizing medical privacy preserving tabular data,Siqi Wang|Jianfeng Wang|Xiaochun Cheng|Wei Zhang|Yuan Tian|Ma Ning|Fangwei Li|Yuxin Liu,2026,0,Open Access,Audit|Generator (circuit theory)|Gaussian|Mixture model|Class (philosophy)|Adversarial system|Synthetic data|Data modeling
TabPFN Performance in Few-Shot Tabular Reasoning with Non-Causal Foundation Models,SOVEREIGN Research Kernel,2026,0,Open Access,Foundation (evidence)|Set (abstract data type)|Deep learning|Data set|Modality (human–computer interaction)|Scale (ratio)|Case-based reasoning
Healthcare delivery to patients from culturally and linguistically diverse backgrounds in emergency care: a scoping review protocol,Ya‐Ling Huang|Sarah Thorning|Chun‐Chih Lin|Robert Lee|Elizabeth Elder|Julia Crilly,2024,3,Open Access,CINAHL|Medicine|Health care|Context (archaeology)|Population|Emergency department|MEDLINE|Systematic review|Nursing|Psychological intervention
Cross-Domain Transfer Performance of Tabular Foundation Models Pretrained on Synthetic Adversarial Data Versus Real-World Datasets,SOVEREIGN Research Kernel,2026,0,Open Access,Adversarial system|Robustness (evolution)|Prior probability|Synthetic data|Key (lock)|Generator (circuit theory)|Transfer of learning
Correlation of Novel Tabular Generative Metrics with Downstream Classification Accuracy in Mixed-Type Datasets,SOVEREIGN Research Kernel,2026,0,Open Access,Generative grammar|Downstream (manufacturing)|Generative model|Measure (data warehouse)|Statistical model|Bayesian probability
Evaluation Limitations of Existing Metrics for Generative Models on Large-Scale Tabular Data,SOVEREIGN Research Kernel,2026,0,Open Access,Deep learning|Set (abstract data type)|Generative grammar|Feature (linguistics)|Range (aeronautics)|Image (mathematics)|Contextual image classification
Adaptation of Tabular Evaluation Metrics for Benchmarking Multimodal Generative Models and Cross-Domain Generalization,Assignee Research,2026,0,Open Access,Benchmarking|Generative grammar|Robustness (evolution)|Generalization|Generative model|Measure (data warehouse)
TabPFN Performance in Few-Shot Tabular Reasoning with Non-Causal Foundation Models,SOVEREIGN Research Kernel,2026,0,Open Access,Foundation (evidence)|Set (abstract data type)|Deep learning|Data set|Modality (human–computer interaction)|Scale (ratio)|Case-based reasoning
opencesp: Generation and Evaluation of Synthetic Tabular Datasets,Rémy Chapelle,2026,0,Open Access,Feature (linguistics)|Identification (biology)|Pattern recognition (psychology)|Set (abstract data type)|Synthetic data
Improving the competitiveness of specialized accommodation facilities in the Vladimir region in the context of the region’s tourism resources,И. И. Дерен|A. D. Zemlyanikina,2024,1,Open Access,Accommodation|Tourism|Context (archaeology)|Regional science|Economic geography|Business|Political science|Geography|Psychology|Archaeology|Law|Neuroscience
Correlation of Novel Tabular Generative Metrics with Downstream Classification Accuracy in Mixed-Type Datasets,SOVEREIGN Research Kernel,2026,0,Open Access,Generative grammar|Downstream (manufacturing)|Generative model|Measure (data warehouse)|Statistical model|Bayesian probability
Correlation of Novel Generative Evaluation Metrics with Downstream Predictive Performance on Standard Tabular Datasets,SOVEREIGN Research Kernel,2026,0,Open Access,Generative grammar|Measure (data warehouse)|Generative model|Downstream (manufacturing)|Bayesian probability|Correlation
"Digital Discovery of Synthesizable Metal−Organic Frameworks via Molecular Dynamics‑Informed, High‑Fidelity Deep Learning",Xiaoyu Wu|Rui Zheng|Quan Liu|Jianwen Jiang,2025,1,Open Access,Extrapolation|Bottleneck|Deep learning|Generalization|Hardware acceleration|Synthetic data|Preprocessor|Bridge (graph theory)
Comparison of Tabular Generative Evaluation Metrics and FID for Computational Efficiency in Large Sparse Datasets,SOVEREIGN Research Kernel,2026,0,Open Access,Generative grammar|Measure (data warehouse)|Generative model|Synthetic data|Scale (ratio)|Data type
Tabular records to clinical graphs: a topology-aware GNN framework for diagnosis,Soma Mitra|Soumadip Dey|Mauparna Nandan|Debashis De|Ira Nath,2026,0,NOT Open Access,Health informatics|Ontology
Comparison of Tabular Generative Evaluation Metrics and FID for Computational Efficiency in Large Sparse Datasets,SOVEREIGN Research Kernel,2026,0,Open Access,Generative grammar|Measure (data warehouse)|Generative model|Synthetic data|Scale (ratio)|Data type
Explain the Synth: Interpretable Evaluation of LLM Data Synthesis,Association for Computational Linguistics 2026|Yu Bai|Hao Wang|Yanrong Yang|Fan Yang,2026,0,Open Access,Fidelity|Synthetic data|Generator (circuit theory)|Aggregate (composite)|Key (lock)|Perspective (graphical)|Transparency (behavior)
Comparison of Diffusion-Based and GAN Tabular Generative Models on TabMNAR Benchmark Fidelity Metrics,SOVEREIGN Research Kernel,2026,0,Open Access,Generative grammar|Benchmark (surveying)|Fidelity|Generative model|Measure (data warehouse)|Benchmarking
PriSampler: Mitigating Property Inference of Diffusion Models,Hailong Hu|Jun Pang,2023,1,Open Access,Inference|Property (philosophy)|Computer science|Diffusion|Set (abstract data type)|Range (aeronautics)|Data mining|Artificial intelligence|Engineering
Impact of Conditional Inputs in Tabular GANs on Downstream Classification Performance Across Diverse Datasets,SOVEREIGN Research Kernel,2026,0,Open Access,Overfitting|Downstream (manufacturing)|Task (project management)|Suite|Convolutional neural network|Deep learning|Variance (accounting)|Function (biology)
Causal Graph Integration in Synthetic Tabular Pretraining for Zero-Shot Transfer Under Covariate Shift,SOVEREIGN Research Kernel,2026,0,Open Access,Spurious relationship|Synthetic data|Covariate|Graph|Feature (linguistics)|Variety (cybernetics)|Causal model|Causality (physics)
"Comparative Analysis of Tabular Diffusion Models, WGANs, and VAEs on Large-Scale Imbalanced High-Dimensional Data via FID",SOVEREIGN Research Kernel,2026,0,Open Access,Adversarial system|Synthetic data|Generative grammar|Diffusion|Data modeling|Noisy data
Comparative Analysis of CausalMixFT and Traditional Augmentation on TabMWP with Large-Scale Tabular Foundation Models,SOVEREIGN Research Kernel,2026,0,Open Access,Benchmark (surveying)|Task (project management)|Foundation (evidence)|Deep learning|Benchmarking
Comparison of Diffusion-Based and GAN Tabular Generative Models on TabMNAR Benchmark Fidelity Metrics,SOVEREIGN Research Kernel,2026,0,Open Access,Generative grammar|Benchmark (surveying)|Fidelity|Generative model|Measure (data warehouse)|Benchmarking
A protocol for a scoping review of methodologies used to explore patient experience in post-acute rehabilitation settings,Zsófia Török|Aisling O’Keeffe|Andrew Darley|Áine Carroll,2024,1,Open Access,Protocol (science)|Rehabilitation|Patient experience|Quality (philosophy)|Health care|Medicine|Psychology|Computer science|Physical therapy|Alternative medicine
Impact of Pretext Task Complexity on Cross-Domain Transferability of Self-Supervised Tabular Representations,SOVEREIGN Research Kernel,2026,0,Open Access,Pretext|Transferability|Task (project management)|Categorization|Task analysis
Impact of Conditional Inputs in Tabular GANs on Downstream Classification Performance Across Diverse Datasets,SOVEREIGN Research Kernel,2026,0,Open Access,Overfitting|Downstream (manufacturing)|Task (project management)|Suite|Convolutional neural network|Deep learning|Variance (accounting)|Function (biology)
Causal Graph Integration in Synthetic Tabular Pretraining for Zero-Shot Transfer Under Covariate Shift,SOVEREIGN Research Kernel,2026,0,Open Access,Spurious relationship|Synthetic data|Covariate|Graph|Feature (linguistics)|Variety (cybernetics)|Causal model|Causality (physics)
Comparative Analysis of CausalMixFT and Traditional Augmentation on TabMWP with Large-Scale Tabular Foundation Models,SOVEREIGN Research Kernel,2026,0,Open Access,Benchmark (surveying)|Task (project management)|Foundation (evidence)|Deep learning|Benchmarking
Effectiveness of the interventions in preventing the progression of pre-frailty and frailty in older adults: a systematic review protocol,João Apóstolo|Richard Cooke|Elzbieta Bobrowicz‐Campos|Silvina Santana|Maura Marcucci|Antonio Cano|Miriam Vollenbroek-Hutten|Carol Holland,2016,23,Open Access,Gerontology|Psychological intervention|Medicine|Protocol (science)|Frailty Index|Physical medicine and rehabilitation|Alternative medicine|Psychiatry|Pathology
Causal Structure Errors in Fine-Tuned Tabular Foundation Models and OOD Classification Performance,SOVEREIGN Research Kernel,2026,0,Open Access,Robustness (evolution)|Generalization|Foundation (evidence)|Training set|Synthetic data|Feature (linguistics)|Generalization error
Structural Causal Model Augmentation for Robust Tabular Foundation Models Against Covariate Shift,SOVEREIGN Research Kernel,2026,0,Open Access,Robustness (evolution)|Covariate|Generalization|Causal model|Causal inference|Synthetic data|Missing data|Foundation (evidence)
Explain the Synth: Interpretable Evaluation of LLM Data Synthesis,Yue Yang|Fan Yang|Yu Bai|Hao Wang,2026,0,Open Access,Pattern recognition (psychology)|Feature (linguistics)|Interpretability|Synthetic data|Data set
