Geography,Gender,HasCrCard,IsActiveMember,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,borrar,Exited
1,1,1,1,15873,5643,7,14252,0,16308,16346,0
0,1,0,0,8197,1418,4,5771,0,2089,2098,0
1,0,1,1,4995,2406,10,3840,1,20466,20499,0
2,0,0,1,7061,3185,4,0,1,22921,23068,0
1,0,1,0,13681,2918,3,4025,1,16994,17020,1
0,0,0,1,24531,2406,8,8931,1,10349,10411,1
0,0,1,0,20290,3279,5,0,0,16950,17044,1
0,1,1,0,23152,1652,10,4008,0,3386,3294,0
1,0,1,0,12977,5332,8,14052,0,4445,4434,1
0,1,0,0,17948,781,3,0,1,17747,17789,0
1,0,1,0,13785,1298,8,9781,1,20300,20336,0
0,0,1,1,3792,777,7,0,1,6381,6429,0
0,0,1,1,21456,1781,2,10497,0,3648,3666,0
1,1,1,0,4323,4854,6,8404,2,3808,3738,1
0,1,1,1,22930,2156,6,14910,1,3151,3110,0
2,1,0,0,15197,1527,1,1052,0,20517,20475,0
2,1,0,1,15137,1161,8,0,2,12616,12693,0
0,0,1,0,18749,1527,9,0,1,21526,21535,0
2,1,1,0,19114,2706,5,0,1,7224,7252,0
0,0,0,0,12727,1102,6,0,1,23782,23771,0
2,0,0,0,21062,2520,6,1424,1,13216,13262,0
0,0,0,0,13601,4607,9,13247,0,892,836,1
0,0,1,1,25284,3142,6,0,1,22113,22055,0
1,0,1,0,5886,2040,4,14770,0,17859,17964,0
1,1,1,1,20994,1916,6,7580,1,12055,12036,0
1,0,0,0,12822,3033,9,2198,1,4813,4821,0
2,1,1,1,17027,2156,4,0,0,5938,5985,0
0,0,0,1,1367,4051,8,0,1,20027,20045,0
0,0,1,1,17198,1652,1,12317,0,13981,14141,0
1,0,1,0,23199,6127,3,13011,0,1499,1497,1
0,1,1,1,17210,1652,1,15719,1,8116,8181,0
1,1,1,0,7104,3279,2,8543,0,13352,13362,1
0,0,1,0,20527,2040,7,5237,0,15850,15868,0
0,0,1,0,11652,2156,1,0,1,21991,22014,0
1,1,1,0,2752,3105,6,9922,0,4424,4404,1
0,1,1,0,15767,3618,1,0,0,1567,1563,1
1,0,1,1,12573,2544,10,8610,1,20000,19952,0
0,1,1,0,18338,2918,2,14296,0,13788,13791,0
1,1,0,0,1712,4306,8,4963,0,9647,9582,1
0,0,1,1,13829,2803,0,0,1,5709,5803,0
1,0,1,0,12014,1937,3,4844,1,22691,22741,1
0,0,1,1,18576,2465,1,0,1,8062,8035,0
0,0,1,0,21378,2276,10,0,1,1243,1219,0
1,0,0,1,9537,3666,3,9855,0,19806,19824,1
1,1,1,0,13249,1781,9,10055,1,15692,15536,0
0,0,0,0,15762,2262,1,0,1,11135,11032,0
1,0,1,1,15018,1527,5,7355,2,5298,5362,0
2,0,0,1,2897,1652,5,0,1,16210,16232,0
0,0,1,1,24663,1298,4,0,1,22276,22240,0
1,0,1,0,15504,3918,7,11733,0,7968,7997,1
2,0,1,1,22782,5240,3,14258,0,3504,3460,0
0,1,1,0,14582,2918,7,0,1,2475,2463,0
1,1,0,0,25284,5699,2,15286,0,18768,19006,1
2,0,1,0,15176,781,3,0,2,20539,20661,1
1,1,1,1,19998,2803,9,5877,1,25531,25520,0
0,1,1,1,14148,3620,6,13107,0,13060,13051,1
2,0,1,1,16468,922,5,0,1,15211,15250,0
0,0,0,1,10754,5959,2,7564,0,20816,20701,0
0,1,1,1,17137,3668,0,958,0,3167,3104,0
0,1,1,1,6248,3033,0,4059,0,943,929,0
0,1,1,0,16556,2406,9,0,1,3281,3357,0
2,0,0,0,20870,2668,3,0,1,10258,10255,0
2,1,1,0,14255,4666,0,11872,0,17579,17752,1
0,0,1,0,7565,2133,6,0,0,8061,8130,0
2,1,1,1,11626,2668,7,0,1,7050,7113,0
0,0,1,0,11709,2668,2,13890,0,25766,25770,1
0,1,1,1,20053,2040,3,14590,0,25979,25980,0
2,1,0,1,12318,5417,5,12291,0,15262,15329,1
0,0,1,0,10564,321,8,6401,0,1411,1413,0
2,0,1,1,6436,2544,7,0,1,24208,24220,0
1,1,1,0,22173,690,8,14974,1,25077,25064,0
2,0,1,1,22179,1916,7,7234,0,19336,19505,0
0,1,0,0,22308,1418,1,0,1,16822,16867,0
2,0,1,0,25079,3663,0,0,0,3790,3905,1
2,0,1,1,2623,1916,7,0,1,449,449,0
0,0,1,0,24730,657,3,0,1,576,579,0
1,0,0,1,18881,3791,8,4295,1,928,989,1
0,0,1,0,19411,2156,5,0,1,2361,2363,0
2,0,0,0,18847,518,6,16148,0,11716,11696,1
0,0,1,0,1751,2544,1,14485,0,24904,24876,0
1,0,1,1,5134,657,9,6130,0,9755,9699,0
0,0,1,1,16152,461,7,0,0,15171,15123,0
0,1,0,0,6525,2803,2,9594,0,1427,1450,0
2,0,1,0,11543,4645,4,0,2,10889,10844,1
2,0,1,0,10174,3033,2,0,2,14557,14573,1
0,1,1,0,4036,2156,3,0,1,7497,7440,0
1,0,0,0,22252,657,1,2973,0,9886,9874,0
2,0,1,1,2052,1418,5,0,1,11032,11105,0
0,0,0,1,11833,2156,5,7712,1,8139,8129,0
0,0,0,0,1276,1038,5,7678,1,22195,22207,0
1,0,1,0,3114,3169,3,6562,1,23186,23176,1
0,1,0,1,14923,5540,6,0,1,21107,21101,0
2,1,1,0,12938,2276,5,0,0,10917,10874,0
0,0,1,0,12319,1527,6,0,0,15243,15260,0
1,1,1,0,15295,2156,6,9932,0,4815,4804,0
1,1,1,1,21913,2040,0,8017,1,6681,6525,0
2,1,1,1,22207,1200,4,4239,1,1072,1069,0
0,1,0,1,15767,1298,7,13810,0,4426,4431,0
0,0,1,1,16686,2040,8,10820,0,15260,15287,1
0,1,1,1,10448,3169,6,8879,0,20028,20063,0
0,0,1,1,11096,2406,1,0,1,14299,14298,0
0,0,1,1,13737,2406,2,0,1,19529,19544,0
0,1,1,1,8582,4306,3,1321,0,15088,15040,0
0,1,1,1,9372,1781,2,1718,0,14922,14931,0
0,1,1,0,16329,1652,8,7793,0,16662,16689,0
0,1,0,0,2884,1298,1,0,0,23035,23053,0
2,0,1,1,14395,1161,1,2078,0,2867,2858,0
1,0,1,0,4178,3541,4,5062,0,15343,15451,0
2,1,1,1,11592,3541,7,7647,0,11046,10945,0
0,0,1,0,24407,1527,4,11474,0,19552,19531,0
2,1,0,1,24336,1864,7,0,1,18608,18624,0
2,0,0,1,13073,1781,0,3047,0,13807,13745,1
0,1,1,1,18120,2406,5,0,1,16650,16645,0
1,1,1,0,15767,2544,7,7347,0,16309,16320,0
0,0,1,1,569,922,2,0,1,10169,10193,0
0,1,1,1,23244,1418,5,0,1,11164,10859,0
2,0,0,0,3035,4932,2,7467,1,18268,18253,1
2,1,1,1,12066,518,7,14468,0,8306,8321,0
0,0,1,1,25014,2471,10,0,1,1626,1642,0
1,1,1,1,4484,1916,9,9082,0,7100,7230,0
0,0,1,0,22301,2276,3,15026,1,8297,8278,0
1,1,1,0,2756,3033,6,7919,0,21305,21307,0
0,1,1,0,25284,2156,8,2371,0,7732,7705,0
2,0,1,1,14546,3279,3,0,1,146,149,0
1,0,0,0,13093,3258,9,4455,0,4388,4405,1
0,0,1,0,23293,922,7,0,1,23312,23300,0
1,1,1,1,9117,6115,7,3314,0,22971,22905,0
0,0,1,0,358,621,5,7865,1,20104,20010,0
2,1,1,1,20637,1527,3,0,0,17289,17120,0
2,0,1,1,13827,4920,2,0,1,18105,17899,0
1,1,0,0,12017,1527,2,8262,1,6167,6166,0
0,0,0,0,8549,3791,10,0,1,16808,16739,1
2,1,0,0,2828,415,3,0,1,14879,14985,0
1,0,1,1,9231,1916,1,11961,0,9249,9199,0
0,1,1,1,18763,1418,4,2632,0,15874,15981,0
0,1,0,0,24451,3394,5,0,1,15467,15506,0
0,0,1,0,22703,3033,3,0,1,12715,12727,0
2,1,0,1,17386,1298,8,5345,0,3873,3899,0
0,0,0,1,11190,1418,7,0,0,11274,11227,0
1,1,1,0,6134,4051,2,9015,0,14390,14293,1
1,1,0,0,6574,2276,6,13708,1,16754,16708,0
0,0,0,1,17043,2276,2,0,1,13158,13192,0
0,0,1,0,1715,1161,4,9804,1,24476,24527,0
0,1,1,1,22897,781,6,0,1,25718,25714,0
1,0,0,1,5274,3541,1,1080,1,20770,20856,0
0,1,1,1,6321,2406,1,0,1,7514,7472,0
0,0,0,0,25284,2040,5,0,1,1635,1645,0
0,0,1,0,25284,2668,0,4834,0,13590,13799,0
2,1,1,1,14400,924,4,0,1,4147,4120,0
2,1,1,1,4781,1298,3,5744,0,24748,24760,0
2,1,0,1,10149,1781,7,0,1,21460,21481,0
0,0,0,0,8565,344,5,1545,0,3579,3500,0
0,1,1,0,16897,781,4,11593,1,14809,14758,0
0,1,1,0,10823,1161,9,0,1,18147,18144,0
2,1,1,0,16987,2040,9,0,1,8945,8973,0
1,0,0,0,15863,1421,1,5472,0,6107,6206,1
0,1,1,1,12552,4051,2,0,0,20556,20645,1
0,1,1,0,5967,1418,6,11098,0,18086,18043,0
1,1,1,0,13919,2269,6,10272,1,11235,11238,0
1,1,1,0,24010,829,9,178,0,24230,24218,0
0,1,1,0,7180,2544,2,0,1,19359,19358,0
1,0,0,1,3651,1781,1,12749,0,4220,4245,0
2,0,1,0,11618,2276,8,1298,0,7914,7857,1
0,0,1,1,18378,657,6,8450,0,19356,19278,0
0,0,1,1,17329,1038,6,15931,0,5966,5924,0
0,1,1,0,12998,2544,7,9591,0,22252,22228,0
0,1,0,1,20461,1038,1,0,0,15409,15465,0
0,0,0,1,8117,2276,2,6752,0,10180,10228,0
1,0,1,0,3317,1652,3,11147,0,17778,17892,0
0,1,1,1,5164,1298,3,0,1,23117,23099,0
2,1,1,0,7380,4685,3,0,1,16302,16299,0
0,1,0,1,11992,140,10,0,1,18746,18890,0
0,0,1,1,22512,1418,2,13611,1,5857,5849,0
1,0,1,1,22601,2638,3,1076,1,24775,24766,0
0,1,1,1,7734,2276,2,0,1,12617,12618,0
1,0,1,0,3439,1450,0,2369,0,721,752,0
0,0,1,1,17445,287,5,4984,0,16467,16410,0
0,0,1,0,9611,2040,7,2320,0,20396,20422,0
2,0,0,1,10115,1231,8,0,2,5443,5516,0
2,1,1,0,13766,3541,2,11803,0,13168,13114,0
0,1,1,0,17303,1652,6,8884,0,19507,19504,0
1,1,1,1,15415,657,0,2796,0,3280,3397,0
2,1,1,1,5681,4982,2,5477,0,16926,16937,0
0,0,1,1,19366,1038,7,0,0,5212,5237,0
1,1,1,1,2770,5630,6,12259,1,20471,20489,0
1,0,0,0,1420,3382,8,5303,0,20125,20177,1
1,1,1,0,5283,383,7,12952,1,14757,14774,0
0,0,1,1,18776,1781,1,0,0,7835,7885,0
1,1,1,0,20750,4681,4,2920,0,7187,7251,1
0,0,0,1,1006,3663,2,4707,0,10904,10954,0
0,0,0,0,4228,1298,7,0,1,8937,8875,0
1,1,1,0,18500,2406,5,3300,1,8643,8645,0
2,0,1,0,19752,1527,4,0,0,1021,1031,0
2,1,1,1,22122,1038,4,0,1,25228,25236,0
0,1,1,0,11675,2811,2,11209,1,15006,14956,0
1,1,1,0,14965,1652,6,4121,1,760,759,0
0,0,1,1,2494,4755,2,181,0,4258,4196,1
0,1,1,1,22356,2803,7,0,0,1269,1240,0
2,0,0,1,986,2845,8,0,1,17788,17804,0
0,0,1,0,18337,2803,6,15889,0,10142,10035,0
0,1,1,0,743,183,6,0,1,18045,18054,0
1,1,1,1,22286,1201,1,11175,1,13136,13088,0
0,1,1,1,18229,2668,4,0,0,17071,17055,0
2,1,1,0,22441,2156,1,0,1,6761,6726,0
1,1,0,0,23926,1527,6,5491,0,15355,15289,1
0,0,1,0,13355,1298,10,1625,0,20455,20427,0
0,0,1,0,17157,2918,6,0,1,21312,21299,0
2,1,1,0,7170,2276,1,13665,1,1752,1785,0
0,0,1,0,7053,898,3,0,1,1312,1340,0
1,1,0,1,8205,5696,8,10477,0,8869,8808,1
0,0,1,0,19066,3663,3,0,2,6179,6174,1
0,1,1,1,3171,1652,4,0,1,8735,8786,0
2,1,1,0,22319,2156,6,242,0,13470,13422,0
0,1,1,1,9506,2156,6,0,1,19295,19284,0
1,0,0,1,5049,2395,7,10753,0,15456,15417,0
0,1,1,0,7326,3301,5,0,1,7997,8021,0
2,0,0,1,12798,1652,8,8301,0,6033,6259,0
0,0,1,1,17956,1810,4,3249,0,13945,13947,0
2,1,1,1,4039,1418,0,9305,0,7799,7959,0
0,0,1,0,16364,3598,8,0,0,9959,9939,0
0,0,1,0,11276,3279,6,177,0,5156,5154,0
1,0,1,0,20484,3917,10,3585,0,19782,19739,0
1,0,1,0,14647,2156,10,5028,0,1450,1446,0
1,0,0,1,23834,2803,4,9033,1,23310,23312,0
0,1,1,1,4820,2040,4,0,1,15789,15798,0
0,1,1,1,1129,1527,6,8316,0,2534,2516,0
1,0,0,0,9380,1781,3,8272,0,9198,9260,0
0,1,1,0,21069,3271,9,15361,0,14950,15328,0
1,1,1,0,21274,3918,2,6833,0,10739,10759,1
1,1,1,1,591,2128,10,8354,1,23872,23840,0
0,1,0,1,752,2544,7,0,1,25176,25255,0
0,1,1,0,10133,1038,5,12560,0,7286,7281,0
1,1,0,1,12242,3531,4,10219,2,9146,9257,1
0,1,1,0,426,2918,4,0,1,7545,7470,0
1,0,1,1,7431,2626,4,10289,1,23505,23524,0
0,1,1,1,348,1781,7,5355,0,11113,10990,0
2,0,1,0,3794,2803,8,0,0,17287,17267,1
1,1,1,0,3632,2544,9,12680,0,3671,3597,1
0,0,1,0,1765,2406,4,0,1,3383,3337,0
1,0,1,0,23885,3174,7,10487,1,4000,3998,1
1,1,1,1,8730,3541,6,13812,0,2040,2004,0
0,0,0,0,7504,2156,6,13297,0,25331,25343,0
0,1,1,1,9315,1161,10,0,1,25580,25570,0
0,0,1,1,10179,5952,6,0,1,17427,17371,0
0,1,1,1,22919,922,4,11173,0,24244,24236,0
2,0,1,0,8413,2141,9,11760,0,18701,18670,0
0,1,1,1,8809,1652,4,6639,0,18592,18570,0
1,0,1,0,22407,3033,5,7163,0,23364,23306,1
1,1,1,0,24676,1418,8,13509,0,8942,8990,1
0,1,1,1,15578,1298,7,0,1,18997,18649,0
0,1,1,0,2750,2276,4,510,0,425,409,0
0,0,1,0,23711,3033,4,0,1,23199,23188,0
1,0,1,0,13825,1781,8,13149,2,24393,24408,1
2,0,1,1,10933,2668,3,0,1,24226,24238,0
0,0,1,0,9331,922,5,10223,0,12107,12059,0
2,1,0,1,24912,2744,6,3043,0,19572,19622,0
0,0,0,1,3112,1781,1,805,1,10831,10696,0
0,1,1,1,1942,2803,6,0,1,13533,13497,0
1,0,1,1,23738,1527,5,7833,0,7668,7661,1
0,1,1,0,14334,2276,4,15372,1,14647,14724,0
2,1,0,0,9860,2406,5,0,1,25758,25760,0
1,0,1,1,10650,657,4,12160,1,8119,8128,0
1,0,1,0,10848,642,4,5338,1,3536,3540,1
0,1,1,0,15927,2918,7,8605,1,11222,11248,0
0,1,1,1,12534,2803,9,0,1,17368,17327,0
2,1,1,1,8964,3279,1,692,0,8961,8959,0
2,1,0,1,24652,5492,0,0,1,5534,5552,0
2,1,1,1,1881,2040,5,0,1,1699,1699,0
0,1,1,0,5141,2276,8,9650,1,18397,18356,0
1,0,1,0,11546,1418,3,4009,1,13259,13242,1
0,1,0,0,25284,1418,6,0,1,13840,13943,0
0,0,1,0,16971,2668,2,3602,1,3918,3954,0
1,1,1,0,17020,1418,9,12424,1,17190,17106,0
0,0,0,1,9591,781,4,0,1,22135,22067,0
2,1,1,1,22710,1527,5,0,0,10934,10969,0
0,0,1,1,9144,1973,5,1318,0,20380,20363,0
1,0,1,0,152,3177,2,8852,1,17146,17061,0
2,0,1,0,4628,2276,9,0,0,14776,14856,1
0,1,1,0,3755,2276,9,0,1,4325,4316,0
0,1,1,1,25284,3019,4,5677,1,14987,15093,0
1,0,1,0,12988,2668,0,8528,0,19306,19364,1
0,1,1,1,17064,1161,8,14417,0,19588,19564,0
0,1,0,0,20284,1298,1,0,0,8387,8731,0
0,0,1,1,20976,2276,6,0,1,1922,1878,0
0,0,1,1,8439,1418,5,0,1,16216,16113,0
1,0,0,0,225,4405,8,13356,2,21850,22063,1
1,1,1,0,25284,2156,2,10888,0,17130,16893,0
0,0,0,1,23369,1527,0,1932,0,23915,23964,1
2,0,1,1,15213,1298,5,2713,1,16146,16157,0
0,0,0,1,19291,6175,2,0,1,24605,24620,0
2,1,1,1,5690,2803,3,0,1,6404,6450,0
1,0,1,0,21184,3450,9,2658,0,21018,20899,1
0,1,1,1,23747,3279,9,0,1,12012,12010,0
0,0,1,1,20973,2803,2,0,1,3416,3448,0
2,1,0,1,2842,518,5,16410,0,3899,3791,0
1,0,0,0,10664,3775,0,7545,2,9703,9612,1
1,0,0,1,12121,298,10,896,1,17676,17621,0
1,0,1,1,20481,2406,4,13428,1,24248,24258,0
1,0,1,1,17238,5353,6,13574,0,1930,1993,1
2,1,1,0,15232,966,6,0,1,24517,24521,0
0,0,1,0,7454,2406,4,11939,0,4482,4489,0
2,1,0,1,9568,1418,6,16105,0,2621,2632,0
0,1,1,1,1063,1652,3,5194,0,22171,22197,0
2,1,1,1,3188,2040,7,7420,1,21770,21756,0
0,1,1,0,23334,2918,9,0,1,3089,3024,0
0,1,0,1,13433,2406,5,0,1,18696,18623,0
0,0,1,0,12576,2544,10,0,1,16251,16243,0
0,0,1,0,1828,922,1,6591,0,20096,20094,0
2,0,1,1,5433,2276,2,0,0,24922,24913,0
0,1,1,0,13163,1178,6,0,1,70,70,0
1,0,1,1,24483,2156,3,6010,1,1715,1716,0
1,0,1,0,24675,1916,6,15345,0,24242,24334,0
0,0,1,0,23324,4933,3,14119,0,1228,1256,1
0,1,1,0,9844,1781,1,0,1,417,415,0
0,1,0,0,12615,4666,9,3084,0,930,916,1
0,1,0,1,14263,1781,2,808,0,18245,18312,0
0,0,1,0,16299,3037,5,11219,1,24502,24413,0
1,0,0,1,25284,4795,0,9685,0,19845,19854,1
1,0,1,0,23118,1527,7,10295,0,20413,20397,0
0,1,0,0,2833,781,8,6448,0,6027,6015,0
0,0,1,1,21645,1161,6,0,1,18965,18950,0
1,0,0,1,3629,3918,1,1462,1,13498,13567,0
1,1,1,1,24277,2156,3,13452,0,13766,13714,0
0,1,1,0,19030,2918,3,12389,1,11140,11003,0
1,1,1,0,10170,1038,1,8114,1,14068,14104,0
0,1,1,1,2910,4430,1,0,1,18928,19024,1
1,0,1,0,19548,518,7,7511,0,14579,14567,1
0,0,1,0,11622,3169,7,1054,1,12820,12894,0
0,1,1,1,9355,2890,7,0,1,20256,20247,0
0,0,1,0,12625,1038,6,15358,0,15566,15528,1
2,1,0,0,19715,2668,3,0,1,11933,11785,0
2,1,1,0,9036,2156,0,0,0,9045,9155,1
1,0,0,0,20966,3918,3,906,0,7006,6913,1
2,1,1,1,15933,3767,1,2649,0,9915,9807,0
0,0,1,0,23487,1915,1,14918,1,4538,4606,0
1,1,1,1,9012,922,8,3875,0,1207,1244,0
2,0,1,0,11870,3342,6,6115,0,21404,21376,0
0,0,1,1,16368,2040,2,0,1,10961,10972,0
1,1,1,0,10574,1652,9,6032,1,20343,20529,0
0,1,1,0,21521,1283,2,4077,0,2595,2589,0
0,1,1,0,9087,2544,6,1824,1,10557,10579,0
2,1,1,0,8940,2406,4,0,1,20688,20700,0
1,1,1,0,14269,1527,1,11954,1,4530,4514,0
1,0,1,1,22530,1247,8,15904,0,21448,21710,0
1,0,1,0,2277,4666,7,8538,0,5976,5972,1
0,0,0,0,14855,2918,6,0,1,13096,13073,0
1,1,1,1,17768,945,4,3831,0,5406,5430,0
0,1,1,0,8323,1624,8,7389,0,14814,14814,0
2,0,1,1,17291,2544,6,0,1,22263,22210,0
0,0,1,1,3119,1418,4,0,1,8443,8369,0
2,0,0,0,23284,4566,7,0,2,8930,8957,1
2,1,1,1,19311,2276,8,7871,0,8089,8110,0
0,1,0,1,15619,451,6,7955,1,2496,2480,0
0,1,1,1,4010,2406,4,3770,1,16357,16366,0
2,0,1,0,18812,2406,5,0,0,17089,17080,0
1,0,1,0,5290,3791,9,11109,2,18125,18149,1
0,1,1,1,1485,1298,1,9709,0,23990,23963,0
1,1,1,1,15697,2918,9,7741,1,6899,6906,0
0,1,1,1,24351,657,7,0,1,20544,20594,0
0,1,1,1,1655,1652,5,4725,0,22826,22820,0
1,0,1,1,5146,1652,7,15502,0,7587,7632,0
0,1,1,1,15561,6102,6,0,1,19929,19909,0
0,1,0,1,17425,2668,6,0,0,13623,13566,0
0,1,1,0,1530,3791,2,11206,0,11528,11553,1
2,1,1,1,1908,2156,4,0,1,25315,25295,0
1,1,1,1,17737,5622,9,1379,0,24973,25084,0
2,1,1,0,6312,2668,7,14153,0,17731,17719,0
0,0,1,1,2305,1652,1,5158,0,15529,15538,0
2,1,1,0,20167,2803,5,0,1,8835,8830,0
1,1,0,1,23316,2040,2,7989,1,4393,4340,0
0,0,0,0,14687,2668,10,0,1,9028,9028,0
0,1,1,0,1115,1161,4,2140,1,17968,18015,0
2,0,1,0,7219,2725,8,0,1,12275,12246,0
0,0,1,0,648,671,5,8471,0,23441,23421,0
2,0,1,1,9835,4648,3,1150,0,3315,3283,0
1,0,1,0,24855,3541,8,7469,0,23438,23412,1
2,1,1,0,14013,2544,4,11081,0,3152,3136,0
1,1,1,1,24027,3663,4,2074,1,8608,8519,0
2,1,1,0,10357,5080,9,13736,0,10040,9920,0
1,1,0,0,1257,2156,2,13312,0,3903,3904,0
2,1,1,1,2796,2040,2,0,1,21591,21336,0
0,1,1,1,16813,518,7,0,1,19255,19266,0
0,1,1,0,5279,2276,9,0,1,5441,5409,0
1,0,1,1,9656,2918,8,10772,2,17280,17294,1
2,0,1,0,23937,1916,9,4656,0,7523,7537,0
2,1,1,0,10714,3541,5,4730,0,13440,13371,0
0,0,1,0,22990,366,3,0,0,7829,7787,0
1,1,1,0,20351,2040,7,13672,0,4808,4780,0
0,0,1,1,15717,3169,8,9993,0,16236,16188,0
0,0,1,1,2745,1916,1,3092,0,16339,16369,0
0,0,0,1,5272,2156,10,0,1,15498,15550,0
2,1,1,1,18282,1781,9,0,0,12120,12234,0
0,1,1,0,20553,2156,5,0,0,12156,12136,0
0,1,1,1,14448,4666,6,0,0,11690,11658,1
2,0,0,1,7814,2406,1,0,1,1934,1930,0
2,0,1,1,6091,370,9,684,0,21907,21889,1
0,1,1,0,2471,3027,2,9921,0,8486,8494,1
0,0,1,0,3239,298,3,0,1,14640,14664,0
0,0,1,1,11950,1652,8,0,1,21073,21067,0
0,1,0,1,9351,1916,6,13301,0,22575,22590,1
1,0,1,0,78,949,3,6756,3,17851,17695,1
0,0,0,0,1789,2470,7,0,1,8805,8805,0
0,1,0,1,20181,1161,3,0,0,15964,15998,0
2,1,1,1,7168,2191,7,6190,0,19155,19154,0
0,1,1,1,7523,5688,3,3691,0,7782,7776,0
0,0,1,1,14691,1916,5,0,0,22640,22598,0
2,0,1,0,11478,2217,8,0,0,5795,5787,1
0,0,0,0,2319,3791,2,0,0,6889,6886,1
2,0,0,1,19026,781,3,16266,0,17149,17016,1
0,1,1,0,18896,1916,1,9903,0,13855,13798,0
2,1,1,1,4190,2276,4,0,1,2221,2250,0
1,0,0,0,23272,4724,9,3377,0,21586,21479,1
0,1,1,0,22264,1527,1,0,1,20836,20813,0
0,1,1,0,2019,1161,9,0,0,15495,15521,1
2,1,0,1,22100,1527,7,0,1,6459,6344,0
2,0,1,0,8427,1298,8,0,1,12387,12490,0
1,1,1,1,7012,1161,8,6330,1,16782,16755,0
1,0,1,0,25131,1916,9,11772,0,3892,3909,1
0,1,1,1,23967,1418,7,0,1,7492,7488,0
0,0,1,0,4056,1038,9,0,1,20429,20433,0
1,1,0,1,2020,3279,6,1139,1,2530,2539,0
1,1,0,1,9421,1418,6,4126,1,25429,25430,0
0,0,1,1,14714,1652,7,0,0,16540,16500,0
0,1,1,0,22805,2406,2,6416,0,23734,23733,0
0,1,1,1,11574,657,2,0,1,22748,22712,0
0,0,1,1,11841,2864,10,0,0,13820,13818,1
0,1,0,1,3980,2156,6,0,0,9900,9814,0
2,0,1,0,1994,2276,0,0,1,11883,12066,0
1,1,1,0,188,1038,4,8564,0,14542,14402,0
1,0,0,0,6703,1781,1,13674,1,7511,7548,0
1,1,0,1,15011,4051,3,3201,1,22945,22912,0
0,1,0,1,4181,820,9,0,1,11116,11169,0
0,0,1,0,18054,1038,4,16072,1,4355,4380,0
1,0,0,1,16539,1418,5,491,1,24742,24765,0
1,1,1,0,7495,4666,5,14758,0,8224,8119,1
0,0,1,1,10216,2803,6,10104,1,21407,21386,1
0,1,1,1,112,2276,7,0,1,18432,18450,0
0,1,0,1,19845,6183,2,3978,0,24646,24692,0
2,1,1,0,18361,2803,8,0,1,20565,20567,0
0,1,1,1,20619,6000,2,0,1,15000,14983,0
1,1,1,0,22972,134,4,3389,1,3959,3943,0
0,0,1,0,12153,2040,7,0,0,2241,2275,0
0,1,1,0,13808,2040,7,0,1,22051,22089,0
2,1,1,0,21338,2406,5,0,1,23835,23812,0
0,1,1,1,13240,2040,6,615,0,3677,3683,0
1,1,0,1,17859,3169,8,7461,1,14961,14927,0
0,1,1,1,5193,2040,1,206,0,2342,2299,0
0,0,1,1,17771,4829,2,0,0,18246,18471,1
1,1,1,0,3829,2276,9,6018,0,9260,9284,0
0,0,1,1,1871,1527,2,0,1,14230,14291,0
1,1,1,1,20815,2918,8,1455,1,8803,8848,0
2,1,1,1,8141,1711,8,0,1,6868,6850,0
1,0,1,0,25284,1652,6,7996,0,11393,11500,0
0,0,0,0,18219,2803,3,0,1,22718,22708,0
0,1,0,1,21114,1652,6,0,1,2697,2674,0
0,0,1,1,3309,3541,1,0,0,16501,16567,1
1,1,1,1,17603,2406,7,6364,1,23110,23130,0
2,1,1,1,2962,5413,7,0,1,6427,6383,0
0,1,1,0,20622,2156,2,9369,0,6950,6926,1
0,0,1,1,19925,2918,4,0,1,22619,22589,0
0,1,1,0,21030,2690,2,2726,0,24623,24593,1
0,0,1,0,3774,5269,9,8370,2,12327,12292,1
1,0,1,1,4362,2918,4,7417,1,11876,11894,0
0,1,1,1,3734,2040,1,4743,0,1179,1168,0
1,0,1,1,11788,1781,7,7820,1,7032,7074,0
0,1,1,1,23453,1418,2,0,0,4694,4686,0
0,1,1,0,12152,2668,8,0,0,4959,4922,0
2,0,0,1,13142,3279,2,0,1,9918,9889,0
2,0,1,1,24724,2156,6,5093,0,9471,9526,0
2,0,0,0,823,1527,5,12709,1,10969,11649,1
0,1,1,0,19167,2749,7,0,1,11745,11608,0
0,0,1,1,5224,1038,9,0,1,2926,2944,0
0,1,1,1,5019,577,0,0,1,21655,21851,0
0,1,0,0,1430,1527,4,10005,0,3262,3259,0
0,1,1,0,25270,2040,0,0,1,7415,7599,0
0,0,1,0,2858,1916,1,2214,0,3783,3802,0
0,1,1,0,16793,2668,8,10075,0,6682,6715,0
2,1,1,0,11757,1916,1,0,1,5837,5838,0
1,0,1,1,3768,1370,9,12538,0,10690,10756,0
1,0,0,1,20735,411,7,14487,1,7250,7409,0
0,0,0,1,21703,1527,0,0,1,16801,16848,0
0,1,0,1,13575,1916,2,12112,0,16046,16088,0
2,1,1,0,6626,2510,6,0,0,8939,8960,0
0,1,1,1,24106,922,2,0,1,24963,25023,0
2,1,0,0,22445,922,3,884,0,1375,1375,0
1,0,1,1,11273,1781,8,10034,0,15840,15908,1
1,0,0,1,6418,4938,0,8394,0,1111,1151,0
1,0,1,1,904,2156,9,1365,1,19589,19641,0
1,0,1,0,18442,3394,5,14065,0,4371,4374,1
1,1,1,0,1573,1527,7,9404,0,15828,15553,1
0,1,0,1,15256,2156,8,3942,1,4178,4192,0
